datetime,computer,light,hvac,etc
2014.10.31 15:00,0.211576,0.430635,0.00138,0.045691
2014.10.31 15:15,0.223553,0.430328,0.001377,0.029913
2014.10.31 15:30,0.23349,0.430771,0.001386,
2014.10.31 15:45,0.220493,0.430775,0.001382,
2014.10.31 16:00,0.204804,0.43088,0.001377,0.027019
2014.10.31 16:15,0.224976,0.431121,0.001357,
2014.10.31 16:30,0.213808,0.429464,0.001351,0.038585
2014.10.31 16:45,0.215314,0.431649,0.001369,
2014.10.31 17:00,0.221985,0.432591,0.001339,
2014.10.31 17:15,0.213586,0.432733,0.001374,
2014.10.31 17:30,0.202754,0.433164,0.001398,
2014.10.31 17:45,0.152797,0.384326,0.001382,0.034582
2014.10.31 18:00,0.123205,0.2242,0.001403,
2014.10.31 18:15,0.117956,0.179246,0.00141,
2014.10.31 18:30,0.111693,0.179429,0.001429,
2014.10.31 18:45,0.118149,0.294429,0.00145,0.029944
2014.10.31 19:00,0.134887,0.373247,0.001459,0.037857
2014.10.31 19:15,0.150746,0.373022,0.001485,
2014.10.31 19:30,0.151646,0.372678,0.001442,
2014.10.31 19:45,0.151257,0.373477,0.001437,
2014.10.31 20:00,0.15191,0.374303,0.001446,0.028426
2014.10.31 20:15,0.154835,0.372569,0.001434,
2014.10.31 20:30,0.13068,0.371473,0.001431,
2014.10.31 20:45,0.125001,0.371679,0.001418,
2014.10.31 21:00,0.124783,0.371587,0.001435,0.034543
2014.10.31 21:15,0.125528,0.37322,0.001454,
2014.10.31 21:30,0.148175,0.372974,0.001445,
2014.10.31 21:45,0.157323,0.356682,0.001435,0.045545
2014.10.31 22:00,0.153589,0.318837,0.001452,
2014.10.31 22:15,0.152424,0.318832,0.001445,
2014.10.31 22:30,0.150283,0.319728,0.00146,
2014.10.31 22:45,0.138796,0.319158,0.001453,
2014.10.31 23:00,0.150219,0.318822,0.001477,
2014.10.31 23:15,0.160643,0.31923,0.00147,
2014.10.31 23:30,0.173603,0.320128,0.001482,0.040587
2014.10.31 23:45,0.162706,0.320141,0.001493,
2014.11.1 0:00,0.158314,0.321504,0.001552,
2014.11.1 0:15,0.161068,0.321239,0.001527,
2014.11.1 0:30,0.159539,0.321877,0.001532,
2014.11.1 0:45,0.156608,0.322009,0.001521,
2014.11.1 1:00,0.154149,0.320535,0.001527,
2014.11.1 1:15,0.153334,0.321766,0.001538,
2014.11.1 1:30,0.151544,0.143837,0.00152,
2014.11.1 1:45,0.127109,0.042196,0.001514,
2014.11.1 2:00,0.124495,0.042158,0.001499,
2014.11.1 2:15,0.122906,0.042156,0.001499,
2014.11.1 2:30,0.122425,0.042199,0.001504,
2014.11.1 2:45,0.122767,0.042156,0.001467,0.036592
2014.11.1 3:00,0.122145,0.042249,0.001481,
2014.11.1 3:15,0.121992,0.042194,0.001462,
2014.11.1 3:30,0.123459,0.042202,0.001474,0.030366
2014.11.1 3:45,0.123005,0.003567,0.001447,
2014.11.1 4:00,0.121941,0,0.001493,
2014.11.1 4:15,0.121779,0,0.001478,0.027001
2014.11.1 4:30,0.121873,0,0.001457,0.032635
2014.11.1 4:45,0.121631,0,0.001462,
2014.11.1 5:00,0.122006,0,0.001474,
2014.11.1 5:15,0.12178,0,0.00146,
2014.11.1 5:30,0.12246,0,0.001481,
2014.11.1 5:45,0.121611,0,0.001482,
2014.11.1 6:00,0.121593,0,0.001443,
2014.11.1 6:15,0.122263,0,0.001452,
2014.11.1 6:30,0.122005,0,0.001464,
2014.11.1 6:45,0.121637,0,0.001445,0.031447
2014.11.1 7:00,0.121529,0,0.001441,0.02711
2014.11.1 7:15,0.122161,0,0.00148,
2014.11.1 7:30,0.121773,0,0.001471,
2014.11.1 7:45,0.121761,0,0.001483,
2014.11.1 8:00,0.122202,0,0.001499,
2014.11.1 8:15,0.121846,0,0.001478,
2014.11.1 8:30,0.122107,0,0.001514,
2014.11.1 8:45,0.121704,0,0.001472,0.029562
2014.11.1 9:00,0.121698,0,0.001478,
2014.11.1 9:15,0.122366,0,0.001473,0.036444
2014.11.1 9:30,0.122216,0,0.001433,0.027053
2014.11.1 9:45,0.121903,0,0.001411,
2014.11.1 10:00,0.121678,0,0.001455,
2014.11.1 10:15,0.121438,0,0.001457,
2014.11.1 10:30,0.121879,0,0.00141,
2014.11.1 10:45,0.121624,0,0.001432,
2014.11.1 11:00,0.122742,0,0.001443,
2014.11.1 11:15,0.121499,0,0.001411,
2014.11.1 11:30,0.121704,0.101158,0.001457,
2014.11.1 11:45,0.121598,0.104024,0.001482,
2014.11.1 12:00,0.121633,0.103886,0.001495,
2014.11.1 12:15,0.121056,0.008851,0.001488,
2014.11.1 12:30,0.121151,0,0.001497,0.037324
2014.11.1 12:45,0.124678,0.045692,0.001504,
2014.11.1 13:00,0.131993,0.153547,0.001487,
2014.11.1 13:15,0.133453,0.152628,0.001488,
2014.11.1 13:30,0.133125,0.152204,0.001479,
2014.11.1 13:45,0.135132,,0.001488,
2014.11.1 14:00,0.134806,0.152402,0.001434,0.028547
2014.11.1 14:15,0.134188,0.15269,0.001438,0.029335
2014.11.1 14:30,0.142993,0.199661,0.001444,
2014.11.1 14:45,0.149066,0.235579,0.001459,
2014.11.1 15:00,0.162073,0.236032,0.001467,
2014.11.1 15:15,0.165732,0.236386,0.001478,
2014.11.1 15:30,0.134068,0.236188,0.001457,
2014.11.1 15:45,0.14136,0.236174,0.001479,
2014.11.1 16:00,0.147601,0.236779,0.00148,
2014.11.1 16:15,0.148421,0.237142,0.001481,
2014.11.1 16:30,0.139573,0.237168,0.001469,0.033312
2014.11.1 16:45,0.130359,0.237134,0.001468,
2014.11.1 17:00,0.129963,0.236453,0.00146,0.037784
2014.11.1 17:15,0.128368,0.235922,0.001486,
2014.11.1 17:30,0.129408,0.23571,0.001453,
2014.11.1 17:45,0.127757,0.235208,0.001396,0.035538
2014.11.1 18:00,0.127754,0.235072,0.001408,0.027795
2014.11.1 18:15,0.128877,0.235207,0.001414,0.037114
2014.11.1 18:30,0.128255,0.234784,0.001442,0.029273
2014.11.1 18:45,0.124952,0.235451,0.001385,0.030661
2014.11.1 19:00,0.130526,0.235769,0.001426,
2014.11.1 19:15,0.130512,0.236004,0.001453,0.02773
2014.11.1 19:30,0.130635,0.235945,0.001484,
2014.11.1 19:45,0.129534,0.236153,0.00148,
2014.11.1 20:00,0.131053,0.236296,0.001476,
2014.11.1 20:15,0.130898,0.236512,0.001464,0.038396
2014.11.1 20:30,0.130291,0.23678,0.00146,
2014.11.1 20:45,0.1302,0.236767,0.001462,
2014.11.1 21:00,0.130515,0.236835,0.001475,0.031778
2014.11.1 21:15,0.129695,0.237162,0.001438,
2014.11.1 21:30,0.130012,0.236729,0.001439,0.038317
2014.11.1 21:45,0.130079,0.235513,0.001402,0.027648
2014.11.1 22:00,0.130507,0.237075,0.001439,
2014.11.1 22:15,0.122317,0.189417,0.001426,
2014.11.1 22:30,0.111345,0,0.001451,
2014.11.1 22:45,0.111281,0,0.001435,0.037711
2014.11.1 23:00,0.111495,0,0.001458,
2014.11.1 23:15,0.111279,0,0.001462,
2014.11.1 23:30,0.112144,0,0.001433,
2014.11.1 23:45,0.112075,0,0.001431,
2014.11.2 0:00,0.111104,0,0.001416,0.034609
2014.11.2 0:15,0.116235,0.132686,0.001447,0.033046
2014.11.2 0:30,0.119884,0.282036,0.001439,
2014.11.2 0:45,0.119669,0.281236,0.001464,
2014.11.2 1:00,0.119994,0.28171,0.001429,
2014.11.2 1:15,0.120188,0.282299,0.00146,
2014.11.2 1:30,0.116417,0.17616,0.001496,
2014.11.2 1:45,0.110549,0,0.001504,0.030494
2014.11.2 2:00,0.110441,0,0.001504,
2014.11.2 2:15,0.110076,0,0.001489,
2014.11.2 2:30,0.110466,0,0.001526,0.034486
2014.11.2 2:45,0.11041,0,0.001481,
2014.11.2 3:00,0.111017,0,0.001502,
2014.11.2 3:15,0.111956,0,0.001526,
2014.11.2 3:30,0.112211,0,0.001527,
2014.11.2 3:45,0.111001,0,0.00149,0.032211
2014.11.2 4:00,0.126903,0.104636,0.001493,0.039679
2014.11.2 4:15,0.140177,0.155959,0.001514,
2014.11.2 4:30,0.140446,0.155447,0.001516,
2014.11.2 4:45,0.139223,0.155523,0.001509,
2014.11.2 5:00,0.139138,0.155021,0.00154,
2014.11.2 5:15,0.13892,0.155038,0.001514,
2014.11.2 5:30,0.138339,0.154825,0.001531,
2014.11.2 5:45,0.139157,0.155138,0.001522,0.032716
2014.11.2 6:00,0.138485,0.154499,0.001516,0.039472
2014.11.2 6:15,0.137939,0.154803,0.001532,0.030306
2014.11.2 6:30,0.129776,0.288721,0.001558,0.040542
2014.11.2 6:45,0.139175,0.336587,0.001541,
2014.11.2 7:00,0.139094,0.336961,0.001542,0.034386
2014.11.2 7:15,0.139754,0.337599,0.001522,
2014.11.2 7:30,0.141154,0.337531,0.001526,
2014.11.2 7:45,0.14272,0.337668,0.001536,
2014.11.2 8:00,0.139625,0.337646,0.001503,
2014.11.2 8:15,0.124003,0.336812,0.001487,
2014.11.2 8:30,0.133828,0.336735,0.001465,
2014.11.2 8:45,0.140499,0.337218,0.001505,0.03067
2014.11.2 9:00,0.141008,0.337581,0.001521,0.034654
2014.11.2 9:15,0.141177,0.20818,0.001482,0.037451
2014.11.2 9:30,0.116328,0,0.001424,
2014.11.2 9:45,0.139653,0,0.00144,
2014.11.2 10:00,0.134838,0.022432,0.00147,
2014.11.2 10:15,0.137693,0.113076,0.001491,
2014.11.2 10:30,0.131707,0.112433,0.001482,
2014.11.2 10:45,0.131495,0.113144,0.001475,0.027019
2014.11.2 11:00,0.139602,0.113042,0.001458,
2014.11.2 11:15,0.153071,0.112994,0.001473,0.032034
2014.11.2 11:30,0.173115,0.112956,0.001469,
2014.11.2 11:45,0.174365,0.112884,0.001456,
2014.11.2 12:00,0.174327,0.113051,0.001417,
2014.11.2 12:15,0.174148,0.112636,0.001414,
2014.11.2 12:30,0.173193,0.113068,0.001411,
2014.11.2 12:45,0.163553,0.112787,0.00144,
2014.11.2 13:00,0.144183,0.112314,0.001456,
2014.11.2 13:15,0.169869,0.112474,0.001448,
2014.11.2 13:30,0.168544,0.112617,0.001443,
2014.11.2 13:45,0.167273,0.112805,0.001431,
2014.11.2 14:00,0.154113,0.112731,0.001451,
2014.11.2 14:15,0.139325,0.112459,0.001473,
2014.11.2 14:30,0.139329,0.112685,0.001445,
2014.11.2 14:45,0.138165,0.113038,0.001448,
2014.11.2 15:00,0.136607,0.112658,0.001456,0.036074
2014.11.2 15:15,0.142182,0.11275,0.001467,
2014.11.2 15:30,0.164882,0.127459,0.001441,
2014.11.2 15:45,0.16516,0.155293,0.001467,
2014.11.2 16:00,0.164599,0.155313,0.001438,
2014.11.2 16:15,0.165309,0.15498,0.001472,
2014.11.2 16:30,0.168095,0.155082,0.00146,
2014.11.2 16:45,0.167826,0.154657,0.001461,
2014.11.2 17:00,0.167738,0.154969,0.001457,0.033699
2014.11.2 17:15,0.164312,0.289999,0.001492,
2014.11.2 17:30,0.156917,0.33468,0.00148,
2014.11.2 17:45,0.154443,0.334739,0.001473,0.038774
2014.11.2 18:00,0.153079,0.334746,0.001458,0.027711
2014.11.2 18:15,0.153522,0.334375,0.001461,0.031915
2014.11.2 18:30,0.150231,,0.001468,
2014.11.2 18:45,0.127718,0.334589,0.001463,
2014.11.2 19:00,0.127653,0.335145,0.001437,
2014.11.2 19:15,0.12693,0.336162,0.001451,0.030737
2014.11.2 19:30,0.161319,0.335923,0.001467,
2014.11.2 19:45,0.179092,0.335806,0.001457,
2014.11.2 20:00,0.17805,0.335571,0.001451,
2014.11.2 20:15,0.196435,0.335776,0.001465,0.031168
2014.11.2 20:30,0.199726,0.335802,0.001462,
2014.11.2 20:45,0.202013,0.336048,0.001448,
2014.11.2 21:00,0.201612,0.336583,0.001485,
2014.11.2 21:15,0.201711,0.33697,0.001465,0.034931
2014.11.2 21:30,0.199341,0.337556,0.001462,
2014.11.2 21:45,0.196415,0.336294,0.001443,0.034284
2014.11.2 22:00,0.191653,0.33603,0.001444,
2014.11.2 22:15,0.196185,0.3365,0.001459,
2014.11.2 22:30,0.19787,0.336634,0.001454,
2014.11.2 22:45,0.197687,0.336662,0.001431,0.0287
2014.11.2 23:00,0.197929,0.336452,0.00145,
2014.11.2 23:15,0.197572,0.337125,0.001451,
2014.11.2 23:30,0.172138,0.33795,0.001442,
2014.11.2 23:45,0.169775,0.339784,0.001455,
2014.11.3 0:00,0.160164,0.33967,0.0015,
2014.11.3 0:15,0.145424,0.34028,0.001507,
2014.11.3 0:30,0.151874,0.340331,0.001535,
2014.11.3 0:45,0.143848,0.329441,0.001496,
2014.11.3 1:00,0.147422,0.338343,0.001505,
2014.11.3 1:15,0.145652,0.341416,0.001518,0.035776
2014.11.3 1:30,0.134623,0.341208,0.001488,
2014.11.3 1:45,0.130932,0.341448,0.001498,
2014.11.3 2:00,0.131669,0.342538,0.001509,
2014.11.3 2:15,0.13124,0.342438,0.001495,0.029333
2014.11.3 2:30,0.138235,0.342433,0.00148,
2014.11.3 2:45,0.138571,0.342324,0.001497,0.037521
2014.11.3 3:00,0.138784,0.342866,0.001504,
2014.11.3 3:15,0.138615,0.34239,0.001555,
2014.11.3 3:30,0.139594,0.342474,0.00156,
2014.11.3 3:45,0.138258,0.341987,0.001525,
2014.11.3 4:00,0.137505,0.341809,0.001537,
2014.11.3 4:15,0.136137,0.341773,0.001514,
2014.11.3 4:30,0.13782,0.341044,0.001522,
2014.11.3 4:45,0.137936,0.34057,0.00149,0.030534
2014.11.3 5:00,0.138515,0.340289,0.001502,
2014.11.3 5:15,0.13349,0.183398,0.001481,0.027122
2014.11.3 5:30,0.130472,0,0.001473,0.030991
2014.11.3 5:45,0.130628,0,0.001472,
2014.11.3 6:00,0.129705,0,0.001425,0.026926
2014.11.3 6:15,0.130244,0,0.001468,0.032624
2014.11.3 6:30,0.13053,0,0.001467,
2014.11.3 6:45,0.131534,0,0.001459,
2014.11.3 7:00,0.130226,0,0.001462,
2014.11.3 7:15,0.130384,0,0.001485,
2014.11.3 7:30,0.130602,0,0.001486,
2014.11.3 7:45,0.130316,0,0.001454,0.035158
2014.11.3 8:00,0.130346,0,0.001444,0.031038
2014.11.3 8:15,0.130252,0,0.001469,
2014.11.3 8:30,0.13235,0,0.001473,
2014.11.3 8:45,0.133796,0.063268,0.00146,0.028635
2014.11.3 9:00,0.153728,0.155205,0.001429,
2014.11.3 9:15,0.154813,0.155021,0.00144,
2014.11.3 9:30,0.160218,0.153799,0.001438,
2014.11.3 9:45,0.163706,0.15377,0.001445,0.027814
2014.11.3 10:00,0.167057,0.180494,0.001427,
2014.11.3 10:15,0.164318,0.18016,0.001408,
2014.11.3 10:30,0.182712,0.179599,0.001413,0.027119
2014.11.3 10:45,0.21895,0.179856,0.001398,
2014.11.3 11:00,0.22398,0.180077,0.001409,0.027358
2014.11.3 11:15,0.218173,0.179688,0.001409,0.035534
2014.11.3 11:30,0.184251,0.180076,0.001391,
2014.11.3 11:45,0.139502,0.180249,0.001391,
2014.11.3 12:00,0.180734,0.181304,0.001383,
2014.11.3 12:15,0.223338,0.181227,0.001373,
2014.11.3 12:30,0.232066,0.181668,0.001356,
2014.11.3 12:45,0.226428,0.181004,0.001395,0.029785
2014.11.3 13:00,0.206685,0.234821,0.001412,0.036339
2014.11.3 13:15,0.205223,0.254571,0.001391,0.027211
2014.11.3 13:30,0.215277,0.255327,0.001388,
2014.11.3 13:45,0.24517,0.255968,0.001432,
2014.11.3 14:00,0.229289,0.25533,0.001377,
2014.11.3 14:15,0.199304,0.267478,0.001359,0.033167
2014.11.3 14:30,0.194213,0.33962,0.001379,
2014.11.3 14:45,0.185463,0.33897,0.001366,
2014.11.3 15:00,0.181478,0.339432,0.001385,
2014.11.3 15:15,0.181219,0.339592,0.001368,
2014.11.3 15:30,0.184649,0.339611,0.001358,
2014.11.3 15:45,0.184499,0.338556,0.001339,0.045422
2014.11.3 16:00,0.166838,0.339395,0.001358,
2014.11.3 16:15,0.167476,0.339125,0.001376,0.037661
2014.11.3 16:30,0.15844,0.339625,0.001386,
2014.11.3 16:45,0.180148,0.339279,0.001382,
2014.11.3 17:00,0.191911,0.33952,0.001366,0.036125
2014.11.3 17:15,0.268108,0.338537,0.001366,0.059947
2014.11.3 17:30,0.267636,0.338041,,
2014.11.3 17:45,0.240251,0.336908,0.001371,0.03318
2014.11.3 18:00,0.217289,0.336992,0.001364,
2014.11.3 18:15,0.243298,0.337977,0.001364,0.032995
2014.11.3 18:30,0.208721,0.338292,0.001375,
2014.11.3 18:45,0.193091,0.340209,0.001364,0.031697
2014.11.3 19:00,0.22118,0.339856,0.001385,0.027913
2014.11.3 19:15,0.287224,0.340419,0.001393,0.038685
2014.11.3 19:30,0.307419,0.340103,0.001377,
2014.11.3 19:45,0.287415,0.340938,0.0014,
2014.11.3 20:00,0.254275,0.340314,0.001435,
2014.11.3 20:15,0.249491,,0.001456,0.039935
2014.11.3 20:30,0.232864,,0.001453,0.036117
2014.11.3 20:45,0.23806,,0.001469,
2014.11.3 21:00,0.219114,,0.001472,0.028039
2014.11.3 21:15,0.211369,,0.001423,0.035755
2014.11.3 21:30,0.203172,,0.001406,
2014.11.3 21:45,0.183413,,0.001375,
2014.11.3 22:00,0.225956,,0.001406,
2014.11.3 22:15,0.198524,,0.001444,
2014.11.3 22:30,0.175366,,0.001425,
2014.11.3 22:45,0.166764,,0.001403,
2014.11.3 23:00,0.168549,,0.001426,
2014.11.3 23:15,0.16612,,0.001399,
2014.11.3 23:30,0.157866,,0.001452,
2014.11.3 23:45,0.166252,,0.001452,
2014.11.4 0:00,0.145747,,0.001353,
2014.11.4 0:15,0.163956,0.345984,0.001486,
2014.11.4 0:30,0.165812,0.347143,0.001503,
2014.11.4 0:45,0.155271,0.345842,0.001446,
2014.11.4 1:00,0.146866,0.346921,0.001468,
2014.11.4 1:15,0.144859,0.347131,0.001461,
2014.11.4 1:30,0.144548,0.345895,0.001458,0.037993
2014.11.4 1:45,0.141791,0.151123,0.001435,
2014.11.4 2:00,0.13564,,0.001461,
2014.11.4 2:15,0.124929,0.041147,0.001431,
2014.11.4 2:30,0.123507,0,0.001431,
2014.11.4 2:45,0.122345,0,0.001441,
2014.11.4 3:00,0.122087,0,0.001506,0.036049
2014.11.4 3:15,0.122017,0,0.001518,
2014.11.4 3:30,0.122973,0,,
2014.11.4 3:45,0.126336,0,0.001522,
2014.11.4 4:00,0.123469,0,0.001509,
2014.11.4 4:15,0.122225,0,0.001469,0.03695
2014.11.4 4:30,0.122142,0,0.001462,
2014.11.4 4:45,0.122088,0,0.001483,
2014.11.4 5:00,0.122084,0,0.001483,0.038761
2014.11.4 5:15,0.122296,0,0.00147,
2014.11.4 5:30,0.123023,0,0.001469,0.029564
2014.11.4 5:45,0.12395,0,0.001469,
2014.11.4 6:00,0.122403,0,0.001466,
2014.11.4 6:15,0.122004,0,0.001459,
2014.11.4 6:30,0.12211,0,0.00145,
2014.11.4 6:45,0.122621,0,0.001476,0.027166
2014.11.4 7:00,0.122447,0,0.001472,
2014.11.4 7:15,0.122023,0,0.001476,
2014.11.4 7:30,0.124981,0,0.001469,0.027121
2014.11.4 7:45,0.131697,0,0.001506,
2014.11.4 8:00,0.127342,0,0.001495,0.027455
2014.11.4 8:15,0.123522,0,0.001442,0.029159
2014.11.4 8:30,0.114446,0.113188,0.001411,
2014.11.4 8:45,0.113515,0.154283,0.001392,
2014.11.4 9:00,0.113419,0.154157,0.00139,
2014.11.4 9:15,0.113421,0.153562,,
2014.11.4 9:30,0.113356,0.153023,0.001409,
2014.11.4 9:45,0.124673,0.152725,0.001362,0.033666
2014.11.4 10:00,0.145894,0.152432,0.001357,
2014.11.4 10:15,0.140177,0.152667,0.001364,
2014.11.4 10:30,0.120244,0.152378,0.001342,
2014.11.4 10:45,0.127783,0.152444,0.001359,
2014.11.4 11:00,0.148653,0.152464,0.001374,0.02813
2014.11.4 11:15,0.183666,0.15246,0.001403,
2014.11.4 11:30,0.175259,0.175703,0.001395,
2014.11.4 11:45,0.143718,0.180922,0.001406,
2014.11.4 12:00,0.139728,0.180911,0.001396,
2014.11.4 12:15,0.189537,0.181475,0.001398,
2014.11.4 12:30,0.170302,0.181832,0.001399,
2014.11.4 12:45,0.151556,0.18119,0.001425,
2014.11.4 13:00,0.163197,0.180509,0.001398,0.027204
2014.11.4 13:15,0.164125,0.178861,0.001386,
2014.11.4 13:30,0.152572,0.178956,0.00131,0.027045
2014.11.4 13:45,0.145301,0.179859,0.00132,
2014.11.4 14:00,0.156855,0.179502,0.001334,
2014.11.4 14:15,0.208335,0.179639,0.001375,
2014.11.4 14:30,0.246275,0.240865,0.001377,
2014.11.4 14:45,0.267431,0.262716,0.001375,
2014.11.4 15:00,0.26303,0.293958,0.001373,
2014.11.4 15:15,0.23852,0.316663,0.001377,0.038278
2014.11.4 15:30,0.226856,0.316923,0.001371,
2014.11.4 15:45,0.200773,0.272851,0.001379,
2014.11.4 16:00,0.215041,0.262309,0.001401,
2014.11.4 16:15,0.214684,0.261431,0.001393,
2014.11.4 16:30,0.213094,0.261208,0.001367,
2014.11.4 16:45,0.214424,0.261531,0.001386,
2014.11.4 17:00,0.210079,0.262423,0.001334,
2014.11.4 17:15,0.233448,0.261136,0.001329,
2014.11.4 17:30,0.267638,0.26175,0.001362,
2014.11.4 17:45,0.252443,0.261584,0.001357,
2014.11.4 18:00,0.216661,0.261472,0.001351,
2014.11.4 18:15,0.203518,0.262125,0.001389,
2014.11.4 18:30,0.177804,0.261453,0.001366,
2014.11.4 18:45,0.128418,0.262213,0.00141,
2014.11.4 19:00,0.14791,0.262388,0.001377,
2014.11.4 19:15,0.190347,0.262982,0.001394,
2014.11.4 19:30,0.194893,0.263166,0.00143,
2014.11.4 19:45,0.194809,0.26213,0.001407,
2014.11.4 20:00,0.214972,0.262073,0.001412,
2014.11.4 20:15,0.223852,0.260949,0.001403,
2014.11.4 20:30,0.210422,0.264404,0.001401,
2014.11.4 20:45,0.21192,0.28973,0.001366,0.029312
2014.11.4 21:00,0.195825,0.339815,0.00143,
2014.11.4 21:15,0.203433,0.340585,0.001438,
2014.11.4 21:30,0.186786,0.341295,0.001442,
2014.11.4 21:45,0.15443,0.341144,0.001443,0.032537
2014.11.4 22:00,0.140645,0.341525,0.001439,
2014.11.4 22:15,0.134272,0.34212,0.001454,
2014.11.4 22:30,0.122883,0.342033,0.001464,
2014.11.4 22:45,0.12983,0.344368,0.001453,0.032161
2014.11.4 23:00,0.119189,0.343378,0.001446,
2014.11.4 23:15,0.141563,0.34237,0.001433,
2014.11.4 23:30,0.135788,0.344244,0.001456,
2014.11.4 23:45,0.134693,0.344387,0.001458,
2014.11.5 0:00,0.136089,0.345037,0.001498,
2014.11.5 0:15,0.135875,0.345518,0.001465,0.027755
2014.11.5 0:30,0.13766,0.345202,0.00146,0.034441
2014.11.5 0:45,0.137362,0.345718,0.001512,
2014.11.5 1:00,0.13699,0.345744,0.001497,
2014.11.5 1:15,0.135824,0.345688,0.001502,
2014.11.5 1:30,0.134904,0.345092,0.001512,
2014.11.5 1:45,0.135333,0.344506,0.001528,0.040853
2014.11.5 2:00,0.136106,0.33116,0.001525,
2014.11.5 2:15,0.134938,0.096119,0.001512,
2014.11.5 2:30,0.122175,0,0.001511,
2014.11.5 2:45,0.123137,0,0.00148,0.036149
2014.11.5 3:00,0.121676,0,0.00152,
2014.11.5 3:15,0.122632,0,0.001505,
2014.11.5 3:30,0.121756,0,0.001481,
2014.11.5 3:45,0.120655,0,0.001458,0.027423
2014.11.5 4:00,0.120113,2.00E-06,0.001483,
2014.11.5 4:15,0.120083,0,0.0015,0.030858
2014.11.5 4:30,0.12007,0,0.001516,
2014.11.5 4:45,0.120172,0,0.001501,0.038252
2014.11.5 5:00,0.119928,0,0.001493,
2014.11.5 5:15,0.120526,0,0.001484,
2014.11.5 5:30,0.120681,0,0.001511,
2014.11.5 5:45,0.120035,0,0.001472,
2014.11.5 6:00,0.119974,0,0.00152,
2014.11.5 6:15,0.119875,0,0.001439,
2014.11.5 6:30,0.120456,0,0.001478,
2014.11.5 6:45,0.120346,0,0.001467,0.03553
2014.11.5 7:00,0.120158,0,0.00145,
2014.11.5 7:15,0.119975,0,0.001456,
2014.11.5 7:30,0.120219,0,0.001444,
2014.11.5 7:45,0.119765,0,0.001445,
2014.11.5 8:00,0.11965,0,0.001441,
2014.11.5 8:15,0.119541,0,,0.03742
2014.11.5 8:30,0.119978,0,0.001406,
2014.11.5 8:45,0.119896,0,0.001404,
2014.11.5 9:00,0.121307,0.04322,0.00139,
2014.11.5 9:15,0.156918,0.153774,0.001404,
2014.11.5 9:30,0.158932,0.152461,0.001401,
2014.11.5 9:45,0.163646,0.152323,0.001424,
2014.11.5 10:00,0.16209,0.151778,0.001422,
2014.11.5 10:15,0.187961,0.151703,0.001433,0.038556
2014.11.5 10:30,0.185349,0.16597,0.001436,
2014.11.5 10:45,0.181971,0.178863,0.001418,0.029841
2014.11.5 11:00,0.203221,0.178301,0.001371,0.03596
2014.11.5 11:15,0.189167,0.287433,0.001389,0.027163
2014.11.5 11:30,0.202179,0.30385,0.001395,
2014.11.5 11:45,0.176311,0.305486,0.001378,
2014.11.5 12:00,0.180273,0.306476,0.001381,0.027291
2014.11.5 12:15,0.225347,0.305396,0.001384,0.033358
2014.11.5 12:30,0.253386,0.305724,0.001425,
2014.11.5 12:45,0.247539,0.305377,0.00141,
2014.11.5 13:00,0.254517,0.304179,0.001393,
2014.11.5 13:15,0.251193,0.30315,0.0014,0.031241
2014.11.5 13:30,0.24487,0.302794,0.00137,
2014.11.5 13:45,0.245604,0.302721,0.001375,0.0383
2014.11.5 14:00,0.250323,0.302217,0.001383,
2014.11.5 14:15,0.232114,0.302545,0.00137,
2014.11.5 14:30,0.228057,0.302228,0.001349,
2014.11.5 14:45,0.223745,0.302263,0.001348,
2014.11.5 15:00,0.2134,0.302648,0.001368,0.034586
2014.11.5 15:15,0.252538,0.302448,0.001389,
2014.11.5 15:30,0.276228,0.30286,0.001387,
2014.11.5 15:45,0.284369,0.30232,0.001392,
2014.11.5 16:00,0.247117,0.310556,0.001399,
2014.11.5 16:15,0.214253,0.339004,0.001374,
2014.11.5 16:30,0.273897,0.340039,0.001361,0.035042
2014.11.5 16:45,0.292631,0.339548,0.001353,
2014.11.5 17:00,0.290132,0.339915,0.001378,
2014.11.5 17:15,0.293026,0.338408,0.001355,0.035588
2014.11.5 17:30,0.273922,0.337579,0.001344,
2014.11.5 17:45,0.255815,0.338043,0.001368,
2014.11.5 18:00,0.2231,0.338585,0.001364,
2014.11.5 18:15,0.207883,0.338701,0.001347,0.032973
2014.11.5 18:30,0.236423,0.338422,0.001384,
2014.11.5 18:45,0.158398,0.340174,0.001382,
2014.11.5 19:00,0.14339,0.339228,0.001402,
2014.11.5 19:15,0.252745,0.33996,0.001407,
2014.11.5 19:30,0.26213,0.340288,0.001422,0.027947
2014.11.5 19:45,0.215359,0.340382,0.001443,
2014.11.5 20:00,0.22291,0.282269,0.001444,0.027855
2014.11.5 20:15,0.22931,0.277226,0.001433,
2014.11.5 20:30,0.226588,0.278117,0.001427,
2014.11.5 20:45,0.21421,0.277569,0.001438,
2014.11.5 21:00,0.228166,0.2787,0.001454,
2014.11.5 21:15,0.21998,0.278276,0.001423,
2014.11.5 21:30,0.208845,0.279273,0.001448,
2014.11.5 21:45,0.182684,0.27916,0.0014,
2014.11.5 22:00,0.173996,0.279731,0.001377,
2014.11.5 22:15,0.175694,0.279499,0.001411,0.036896
2014.11.5 22:30,0.173246,0.27963,0.001429,
2014.11.5 22:45,0.171554,0.279654,0.001457,
2014.11.5 23:00,0.165111,0.280101,0.001457,0.037805
